Unidade de Saúde,GVE,Cidade,Endereço,Soro,Tipos de Soro,Telefone,latitude,longitude,24h
SANTA CASA DE MISERICÓRDIA - TUPÃ,GVE 19 MARILIA,TUPA,"R. MANOEL FERREIRA DAMIÃO, 426",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",(14) 3044-5555,-21.923626505896554,-50.516548191126134,1
SANTA CASA DE MISERICÓRDIA,GVE 22 PRESIDENTE VENCESLAU,TUPI PAULISTA,"RUA ALMIRANTE BARROSO, 1436",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",(18) 3851-2420,-21.387435603972364,-51.56678327026875,1
UNIDADE BASICA DE SAUDE BENEDITO AP FABRICIO DOS SANTOS,GVE 11 ARACATUBA,TURIUBA,"R. Sabina da Glória, 572 - Turiuba, Turiúba - SP, 15280-000",0,,(18) 3696-1223,-20.950843387667476,-50.10659769000001,0
UBS ENFERMEIRA ANNE LARISSA LEOCI,GVE 30 JALES,TURMALINA,"R. Duque de Caxias, 279 - Turmalina, SP, 15755-000",0,,(17) 3667-1124,-20.05329017556548,-50.474824982612986,0
UBS DE UBARANA,GVE 29 SAO JOSE DO RIO PRETO,UBARANA,"Av. Aristídes Alves de Lima, 609, Ubarana - SP, 15225-000",0,,(17) 3807-8750,-21.159005303414997,-49.71370824301246,0
SANTA CASA DE MISERICORDIA,GVE 28 CARAGUATATUBA,UBATUBA,"R CONCEIÇÃO, 135",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",(12) 3834-3230,-23.434855279412673,-45.0714779797279,1
UNIDADE DE SAUDE DA FAMILIA DE UBIRAJARA,GVE 19 MARILIA,UBIRAJARA,"R. Lázaro Machado de Oliveira, 413 - Ubirajara, SP, 17440-031",0,,-,-22.472926108601914,-49.67893118714005,1
ESF CENTRAL DR MIGUEL JOSE CHADDAD,GVE 29 SAO JOSE DO RIO PRETO,UCHOA,"Av. Eduardo Hidalgo, 428, Uchoa - SP, 15890-000",0,,(17) 3826-9240,-20.955559638310138,-49.177272153599525,0
CS DE UNIAO PAULISTA,GVE 29 SAO JOSE DO RIO PRETO,UNIAO PAULISTA,"R. Vinte e Um de Março, 631 - Centro, União Paulista - SP, 15250-000",0,,(17) 3278-1140,-20.887158867089592,-49.89784159612995,0
SANTA CASA DE MISERICORDIA DE URANIA,GVE 30 JALES,URANIA,"R. da Glória, 218 - Nossa Sra. de Fátima, Urânia - SP, 15760-000",0,,(17) 3634-1299,-20.252495429463078,-50.642964945769975,1
CENTRO DE SAUDE DE URU,GVE 15 BAURU,URU,"Av. Pres. Vargas, 157-237, Uru - SP, 16650-000",0,,(14) 3582-1110,-21.7846346844007,-49.282559265949125,0
HOSPITAL SÃO LOURENÇO - URUPÊS,GVE 29 SAO JOSE DO RIO PRETO,URUPÊS,"R. BARÃO DO RIO BRANCO, 226-372, CENTRO - 15850-000",1,ESCORPIÔNICO,(17) 3552-1339,-21.199995453359254,-49.28535982733117,1
ESTRATEGIA SAUDE DA FAMILIA CENTRAL,GVE 29 SAO JOSE DO RIO PRETO,VALENTIM GENTIL,"Av. Cavalin, 733, Valentim Gentil - SP, 15520-000",0,,(17) 3485-9030,-20.42340907573806,-50.08268448366496,0
IRMANDADE DA SANTA CASA DE MISERICORDIA DE VALINHOS,GVE 17 CAMPINAS,VALINHOS,"Av. Onze de Agosto, 2745 - Taperá, Valinhos - SP, 13271-210",0,,(19) 3869-5111,-22.963261804970454,-47.010894201146556,1
SANTA CASA DE VALPARAÍSO,GVE 11 ARACATUBA,VALPARAISO,"RUA BARTOLOMEU BUENO, 241",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",(18) 3701-1421,-21.226621421561024,-50.86150686938639,1
CENTRO DE SAUDE FARMACEUTICA ROSANGELA DE ALMEIDA LISBOA,GVE 17 CAMPINAS,VARGEM,"R. Vicente Pedro da Silva, 50 - Centro, Vargem - SP, 12935-000",0,,(11) 4598-4411,-22.891714053654596,-46.41447742588589,0
HOSPITAL DE CARIDADE DE VARGEM GRANDE DO SUL,GVE 26 SAO JOAO DA BOA VISTA,VARGEM GRANDE DO SUL,"Praça Nossa Sra. Aparecida, 61 - Centro, Vargem Grande do Sul - SP, 13880-000",0,,(19) 3641-9300,-21.838087027215543,-46.898812614335625,1
PRONTO ATENDIMENTO LUIZ GONZAGA ROCHA,GVE 10 OSASCO,VARGEM GRANDE PAULISTA,"71, R. Nazaré, 1 - Jardim Bela Vista, Vargem Grande Paulista - SP, 06730-000",0,,(11) 4158-3170,-23.607718628771355,-47.0158506682444,1
UNIDADE DE PRONTO ATENDIMENTO DE VARZEA PAULISTA UPA II,GVE 17 CAMPINAS,VARZEA PAULISTA,"Av. do Pinheirinho, S/N - Nucleo Res. Satelite, Várzea Paulista - SP, 13224-240",0,,(11) 4606-0546,-23.21201448189601,-46.83059867454654,1
UNIDADE BASICA DE SAUDE II ANTONIO ALBERTO MACUCO JANINI,GVE 19 MARILIA,VERA CRUZ,"Av. Paulista, Vera Cruz - SP, 17560-000",0,,(14) 3492-1122,-22.223285176785907,-49.82185367168766,0
SANTA CASA DE VINHEDO,GVE 17 CAMPINAS,VINHEDO,"Av. Independência, 4705 - Jardim Santa Rosa, Vinhedo - SP, 13280-000",0,,(19) 3836-5750,-23.03410845752666,-46.97950290023885,0
HOSPITAL E MATERNIDADE SAO VICENTE DE PAULA,GVE 14 BARRETOS,VIRADOURO,"R. do Hospital, 53, Viradouro - SP, 14740-000",0,,(17) 3392-1911,-20.874574807656096,-48.29901375087085,1
UNIDADE BASICA DE SAUDE ANTONIO APPARECIDO FIORANI,GVE 14 BARRETOS,VISTA ALEGRE DO ALTO,"R. Manoel Marquês, 186, Vista Alegre do Alto - SP, 15920-000",0,,(16) 3287-1547,-21.177251093878436,-48.628126876954724,0
UBS DE VITORIA BRASIL,GVE 30 JALES,VITORIA BRASIL,"R. Mato Grosso, 738, Vitória Brasil - SP, 15713-000",0,,(17) 3642-1170,-20.201191306044795,-50.48359665687997,0
HOSPITAL MUNICIPAL DR LAURO ROBERTO FOGACA,GVE 31 SOROCABA,VOTORANTIM,"RUA JOAO WALTER, 181 ",0,,(15) 3353-9300,-23.54433128022871,-47.4498257638108,1
SANTA CASA DE MISERICÓRDIA,GVE 29 SAO JOSE DO RIO PRETO,VOTUPORANGA,RUA MINAS GERAIS 3051,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",(17) 3405-9133,-20.426310140903247,-49.977541324943054,1
UBS II MARIA WEDEKIM,GVE 29 SAO JOSE DO RIO PRETO,ZACARIAS,"R. José Felipe de Oliveira, 999 - Jardim Primavera, Zacarias - SP, 15265-000",0,,(18) 3694-8300,-21.053235589182073,-50.05517508943173,0
0,,645,,227,,,,,
