MUNICIPIO,ID_IBGE,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,LAT_GOOGLE,LON_GOOGLE,LATITUDE,LONGITUDE,ARACNÍDICO,BOTRÓPICO,CROTÁLICO,ELAPÍDICO,ESCORPIÔNICO,LONÔMICO
QUINTANA,3542008,354200,GVE 19 MARILIA,SANTA CASA DE QUINTANA,"Av. Santos, 417, Quintana - SP, 17670-000",0,,1,(14) 3488-1156,-22.070.670.485.447.600,-50.306.587.738.449.400,-22.07067,-50.30658,0,0,0,0,0,0
RAFARD,3542107,354210,GVE 20 PIRACICABA,UNIDADE BASICA DE SAUDE MARIA TEREZA APPRILANTE GIMENEZ,"Avenida Dr - Av. José Soares de Faria, 452 - Popular de Rafard, Rafard - SP, 13370-000",0,,0,(19) 3496-7230,-2.301.671.522.109.610,-475.290.495.539.934,-23.01671,-47.52904,0,0,0,0,0,0
RANCHARIA,3542206,354220,GVE 21 PRESIDENTE PRUDENTE,HOSPITAL E MATERNIDADE,"RUA MÁRIO CÉSAR DE CAMARGO, 1559",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3265-1511,"-22.233.260.689.712.800,00",-5.089.682.597.350.360,-22.23326,-50.89682,1,1,1,0,1,0
REDENCAO DA SERRA,3542305,354230,GVE 33 TAUBATE,CENTRO DE SAUDE III DE REDENCAO DA SERRA,"R. Vinte e Oito de Agosto, 57, Redenção da Serra - SP, 12170-000",0,,0,(12) 3676-1428,-23.280.288.808.033.600,-4.553.441.323.854.230,-23.28028,-45.53441,0,0,0,0,0,0
REGENTE FEIJO,3542404,354240,GVE 21 PRESIDENTE PRUDENTE,HOSPITAL E MATERNIDADE REGIONAL REGENTE FEIJO,"R. Brg. Tobias, 300 - Reg. Feijó, SP, 19570-000",0,,1,(18) 3279-1233,-22.218.552.381.181.800,-5.130.454.526.393.380,-22.21855,-51.30454,0,0,0,0,0,0
REGINOPOLIS,3542503,354250,GVE 15 BAURU,CENTRO DE SAUDE III REGINOPOLIS,"AVENIDA PADRE ANCHIETA, 441",0,,1,(14) 3589-9100,-21.890.297.217.544.700,-492.200.197.510.004,-21.89029,-49.22001,0,0,0,0,0,0
REGISTRO,3542602,354260,GVE 23 REGISTRO,HOSPITAL SÃO JOÃO,"RUA KIHEIJI NASUNO, 165 - CENTRO",1,BOTRÓPICO E ARACNÍDICO.,1,(13) 3821-1111,-2.448.701.597.629.230,-478.466.602.285.151,-24.48701,-47.84666,1,1,0,0,0,0
REGISTRO,3542602,354260,GVE 23 REGISTRO,HOSPITAL REGIONAL DE REGISTRO,"RODOVIA REGIS BITENCOURT, S/Nº KM499",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO E LONÔMICO.",1,(13) 3500-8944,-2.453.032.433.604.370,-4.785.628.322.263.240,-24.53032,-47.85628,0,1,1,1,0,1
REGISTRO,3542602,354260,GVE 23 REGISTRO,UNIDADE DE PRONTO ATENDIMENTO,"AVENIDA NELSON BRIHI BADUR, 605 - VILA SÃO NICOLAU",1,ESCORPIÔNICO,1,(13) 3821-3155,-2.450.316.830.844.170,-47.852.973.858.272.300,-24.50316,-47.85297,0,0,0,0,1,0
RESTINGA,3542701,354270,GVE 18 FRANCA,CS III RESTINGA,"R. Olívia Martins Ferreira, 620, Restinga - SP, 14430-000",0,,1,(16) 3143-1109,-2.060.280.974.033.160,-4.748.046.339.861.830,-20.60280,-47.48046,0,0,0,0,0,0
RIBEIRA,3542800,354280,GVE 32 ITAPEVA,UNIDADE DE PRONTO ATENDIMENTO UPA,"R. Frederico Dias Batista, 306 - Centro, Ribeira - SP, 18380-000",0,,1,(15) 3555-1177,-24.658.817.687.935.700,-4.900.910.661.908.240,-24.65881,-49.00910,0,0,0,0,0,0
RIBEIRAO BONITO,3542909,354290,GVE 12 ARARAQUARA,SANTA CASA DE MISERICORDIA RIBEIRAO BONITO,"R. Hortência, 120 - Jardim Primavera, Ribeirão Bonito - SP, 13580-000",0,,1,(16) 3344-1744,"-22.072.623.835.266.500,00",-48.176.818.164.742.100,-22.07262,-48.17681,0,0,0,0,0,0
RIBEIRAO BRANCO,3543006,354300,GVE 32 ITAPEVA,HOSP. MUNICIPAL MARIA ROSA CARDOSO,"RUA CAPITÃO ELIAS PEREIRA, Nº1.245",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(15) 3553-1144 E (15) 99716-4744,-24.225.853.386.566.000,-48.767.980.427.320.200,-24.22585,-48.76798,1,1,1,0,1,0
RIBEIRAO CORRENTE,3543105,354310,GVE 18 FRANCA,UBS RIBEIRAO CORRENTE,"Rua Joaquim Policarpo da Silva, 1250, Ribeirão Corrente - SP, 14445-000",0,,0,(16) 3749-1192,"-20.461.887.683.360.800,00",-4.758.891.977.480.460,-20.46188,-47.58891,0,0,0,0,0,0
RIBEIRAO DO SUL,3543204,354320,GVE 13 ASSIS,CENTRO DE SAUDE DE RIBEIRAO DO SUL REMEDIOS BERTOLLI,"R. Antônio da Palma, 201, Ribeirão do Sul - SP, 19930-000",0,,1,(14) 3379-1152,"-22.785.143.452.335.300,00",-4.993.214.640.767.160,-22.78514,-49.93214,0,0,0,0,0,0
RIBEIRAO DOS INDIOS,3543238,354323,GVE 21 PRESIDENTE PRUDENTE,UBS II DO RIBEIRAO DOS INDIOS,"Rua João Defende, 95 - Centro, Ribeirão dos Índios - SP, 19380-000",0,,0,(18) 3261-6124,"-2.183.607.360.651.170,00",-5.160.295.172.382.470,-21.83607,-51.60295,0,0,0,0,0,0
RIBEIRAO GRANDE,3543253,354325,GVE 31 SOROCABA,UNIDADE DE SAUDE DA FAMILIA RIBEIRAO GRANDE,"R. Joaquim da Cruz, 130 - Centro, Ribeirão Grande - SP, 18315-000",0,,0,(15) 3554-1109,-24.097.595.226.857.500,-4.836.232.473.025.890,-24.09759,-48.36232,0,0,0,0,0,0
RIBEIRAO PIRES,3543303,354330,GVE 7 SANTO ANDRE,HOSPITAL RIBEIRAO PIRES,"R. Dr. Nicolau Assef, 52 - Centro Alto, Ribeirão Pires - SP, 09424-070",0,,1,(11) 4827-1000,"-2.371.362.509.090.700,00",-4.642.023.710.353.380,-23.71362,-46.42023,0,0,0,0,0,0
RIBEIRAO PRETO,3543402,354340,GVE 24 RIBEIRAO PRETO,HOSP. CLÍNICAS FMRP - USP,"RUA BERNARDINO DE CAMPOS, 1.000, CENTRO",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(16) 3602-1190 / 1149,-21.162.416.937.839.100,-4.785.371.095.767.950,-21.16241,-47.85371,1,1,1,1,1,1
RIFAINA,3543600,354360,GVE 18 FRANCA,CS DE RIFAINA,"R. Moacir Vedovato, 23, Rifaina - SP, 14490-000",0,,0,(16) 3135-1174,-2.008.202.281.098.970,-4.742.951.836.081.750,-20.08202,-47.42951,0,0,0,0,0,0
RINCAO,3543709,354370,GVE 12 ARARAQUARA,PRONTO SOCORRO MUNICIPAL RINCAO,"Av. Prudente de Morais, 126-192, Rincão - SP, 14830-000",0,,1,(16) 3395-1256,"-21.587.323.784.416.200,00",-4.807.277.434.713.110,-21.58732,-48.07277,0,0,0,0,0,0
RINOPOLIS,3543808,354380,GVE 19 MARILIA,HOSPITAL SAO PAULO DE RINOPOLIS,"R. Francisco L Munhoz, Rinópolis - SP, 17740-000",0,,1,(18) 3583-1281,-2.172.988.023.378.190,-50.726.357.600.659.900,-21.72988,-50.72635,0,0,0,0,0,0
RIO CLARO,3543907,354390,GVE 20 PIRACICABA,UNIDADE DE URGÊNCIA E EMERGÊNCIA NOSSA SENHORA DE LOURDES,"AV. 15, Nº 297",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(19) 3533-5484,"-22.415.588.295.073,00",-4.755.711.489.139.820,-22.41558,-47.55711,1,1,1,0,1,0
RIO DAS PEDRAS,3544004,354400,GVE 20 PIRACICABA,HOSPITAL SAO VICENTE DE PAULO,"R. São Vicente de Paula, 60 - CENTRO, Rio das Pedras - SP, 13390-000",0,,1,(19) 3493-6482,"-22.847.162.369.826.000,00",-4.760.822.100.750.000,-22.84716,-47.60822,0,0,0,0,0,0
RIO GRANDE DA SERRA,3544103,354410,GVE 7 SANTO ANDRE,UBS CENTRAL DE RIO GRANDE DA SERRA,"Rua Prefeito Cido Franco, 500 - Jardim Maria Paula, Rio Grande da Serra - SP, 09450-000",0,,0,(11) 4820-8020,-2.374.218.973.754.970,-4.639.630.457.755.450,-23.74218,-46.39630,0,0,0,0,0,0
RIOLANDIA,3544202,354420,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE MISERICÓRDIA - RIOLANDIA,RUA 10 S/N,1,ESCORPIÔNICO,1,(17) 3291-1588,-19.981.931.238.778.900,-49.677.791.891.084.100,-19.98193,-49.67779,0,0,0,0,1,0
RIVERSUL,3543501,354350,GVE 32 ITAPEVA,PRONTO ATENDIMENTO MUNICIPAL RIVERSUL,"R. Elvira Biglia, 11 - SP",0,,1,(15) 0571-1534,-23.832.635.953.555.600,-4.943.077.876.479.900,-23.83263,-49.43077,0,0,0,0,0,0
ROSANA,3544251,354425,GVE 22 PRESIDENTE VENCESLAU,HOSPITAL REGIONAL DE PORTO PRIMAVERA,"RUA DO HOSPITAL, S/N",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3284-9500,-2.253.027.712.437.580,-5.295.003.912.136.570,-22.53027,-52.95003,1,1,1,0,1,0
ROSEIRA,3544301,354430,GVE 33 TAUBATE,UNIDADE MISTA DE SAUDE DE ROSEIRA DR PAULO GUIMARAES CASTRO,"R. Roque Viêira, Roseira - SP, 12580-000",0,,0,(12) 3646-9440,"-22.899.245.498.603.600,00",-4.530.368.002.080.940,-22.89924,-45.30368,0,0,0,0,0,0
RUBIACEA,3544400,354440,GVE 11 ARACATUBA,UBS III DE RUBIACEA,"R. Francisco de Paula Leite, 208, Rubiácea - SP, 16750-000",0,,0,(18) 3697-1128,-21.300.506.733.657.300,-507.312.999.804.221,-21.30050,-50.73129,0,0,0,0,0,0
RUBINEIA,3544509,354450,GVE 30 JALES,CS DE RUBINEIA,"Av. Olavo Bilac, 791 - Rubinéia, SP, 15790-000",0,,0,(17) 3661-1399,-20.172.181.615.387.800,-5.099.863.716.239.550,-20.17218,-50.99863,0,0,0,0,0,0
SABINO,3544608,354460,GVE 15 BAURU,CS III DE SABINO,"Av. Paes Leme, 735, Sabino - SP, 16440-000",0,,1,(14) 3546-9101,-21.459.491.176.967.800,-4.958.021.256.092.750,-21.45949,-49.58021,0,0,0,0,0,0
SAGRES,3544707,354470,GVE 19 MARILIA,USF DE SAGRES,"R. Ver. Francisco Pereira, 340 - Centro, Sagres - SP, 17710-000",0,,0,-,-2.188.374.266.868.300,-5.095.570.937.553.240,-21.88374,-50.95570,0,0,0,0,0,0
SALES,3544806,354480,GVE 29 SAO JOSE DO RIO PRETO,UBS APARECIDA ALVES GOMES GORNI,"R. Gabriel Assad, Sales - SP, 14980-000",0,,1,-,-213.385.103.409.228,-4.949.355.939.726.730,-21.33851,-49.49355,0,0,0,0,0,0
SALES OLIVEIRA,3544905,354490,GVE 18 FRANCA,HOSPITAL SANTA RITA DE SALES OLIVEIRA,"R. Sete de Setembro, 589 - Centro, Sales Oliveira - SP, 14660-000",0,,1,(16) 3852-9999,"-20.771.498.149.924.500,00",-4.783.557.604.225.240,-20.77149,-47.83557,0,0,0,0,0,0
SALESOPOLIS,3545001,354500,GVE 8 MOGI DAS CRUZES,SANTA CASA DE MISERICÓRDIA - SALESOPOLIS,"RUA PRAÇA JOÃO MENDES,31",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO, ESCORPIÔNICO E LONÔMICO.",1,(11) 4696-1411,"-23.532.365.923.057.200,00",-4.584.589.373.006.040,-23.53236,-45.84589,1,1,1,0,1,1
SALMOURAO,3545100,354510,GVE 19 MARILIA,UBS DE SALMOURAO ARNALDO RABASSI,"R. Moacir dos Réis, 495 - Centro, Salmourão - SP, 17720-000",0,,0,(18) 3557-1149,-21.620.863.558.300.000,-5.086.331.654.153.180,-21.62086,-50.86331,0,0,0,0,0,0
SALTINHO,3545159,354515,GVE 20 PIRACICABA,UNIDADE BASICA DE SAUDE DE SALTINHO,"R. Prof. Paulo da Silva Coelho, 637 - Centro, Saltinho - SP, 13440-000",0,,1,(19) 3439-7710,"-22.843.778.335.467.700,00",-47.676.904.405.090.000,-22.84377,-47.67690,0,0,0,0,0,0
SALTO,3545209,354520,GVE 31 SOROCABA,HOSPITAL E MATERNIDADE MUNICIPAL NOSSA SENHORA DO MONTE SERRAT,"R. Europa, 1575 - Jardim Celani, Salto - SP, 13326-110",0,,1,(11) 4602-9000,-2.319.101.621.085.650,-47.311.597.736.716.400,-23.19101,-47.31159,0,0,0,0,0,0
SALTO DE PIRAPORA,3545308,354530,GVE 31 SOROCABA,SANTA CASA SALTO DE PIRAPORA,"Av. Carlos Chagas, 67 - Centro, Salto de Pirapora - SP, 18160-000",0,,1,(15) 3491-9211,"-23.655.740.960.800.800,00",-4.757.417.652.507.410,-23.65574,-47.57417,0,0,0,0,0,0
SALTO GRANDE,3545407,354540,GVE 13 ASSIS,SANTA CASA DE SALTO GRANDE,"R. Olímpio Pímentel, 2, Salto Grande - SP, 19920-000",0,,1,(14) 3378-1144,-22.886.950.788.895.000,-4.998.464.660.988.330,-22.88695,-49.98464,0,0,0,0,0,0
SANDOVALINA,3545506,354550,GVE 21 PRESIDENTE PRUDENTE,UNIDADE BASICA DE SAUDE II SANDOVALINA,"R. Antônio Soares Paiva, 136-266, Sandovalina - SP, 19250-000",0,,0,(18) 3277-1105,-2.245.554.383.701.990,-51.762.668.936.470.400,-22.45554,-51.76266,0,0,0,0,0,0
SANTA ADELIA,3545605,354560,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE SANTA ADELIA,"Av. Duque de Caxias, 168 - Vila Toninho, Santa Adélia - SP, 15950-000",0,,1,(17) 3571-2233,-2.124.589.643.502.360,-4.880.797.053.816.850,-21.24589,-48.80797,0,0,0,0,0,0
SANTA ALBERTINA,3545704,354570,GVE 30 JALES,PRONTO SOCORRO DE SANTA ALBERTINA,"Rua Marcos Roque, 905 - Centro, Santa Albertina - SP, 15750-000",0,,1,(17) 0633-1289,"-20.035.547.138.269.000,00",-5.072.394.884.430.050,-20.03554,-50.72394,0,0,0,0,0,0
SANTA BARBARA DOESTE,3545803,354580,GVE 17 CAMPINAS,PRONTO SOCORRO ÉDSON MANO,"RUA ALICE ARANHA DE OLIVEIRA, 45 – VILA MARIA",1,ESCORPIÔNICO E ARACNÍDICO.,1,(19) 3464-9210,"-22.753.522.990.052.600,00",-47.419.128.717.710.600,-22.75352,-47.41912,1,0,0,0,1,0
SANTA BRANCA,3546009,354600,GVE 27 SAO JOSE DOS CAMPOS,PRONTO ATENDIMENTO MUNICIPAL - SANTA BRANCA,"Praça Rui Barbosa, 109 - Centro, Santa Branca - SP, 12380-000",0,,1,(12) 3972-4400,-23.398.956.162.330.600,-45.887.221.902.562.700,-23.39895,-45.88722,0,0,0,0,0,0
SANTA CLARA DOESTE,3546108,354610,GVE 30 JALES,CS DE SANTA CLARA DOESTE,"R. Antônio Facincani, 205, Santa Clara d'Oeste - SP, 15785-000",0,,0,(17) 3663-1109,-20.092.402.607.341.100,-5.092.806.002.325.850,-20.09240,-50.92806,0,0,0,0,0,0
SANTA CRUZ DA CONCEICAO,3546207,354620,GVE 20 PIRACICABA,UBS DR JOSE TADEU MOURAO,"R. Ver. Gabriel Francisco, 370 - Centro, Santa Cruz da Conceição - SP, 13625-000",0,,0,(19) 3567-1286,"-22.138.548.845.786.700,00",-4.745.285.702.067.960,-22.13854,-47.45285,0,0,0,0,0,0
SANTA CRUZ DA ESPERANCA,3546256,354625,GVE 24 RIBEIRAO PRETO,UBS ORLANDA ARAUJO DA SILVA SCE,"R. Gilberto Rodrigues Xavier, 70, Santa Cruz da Esperança - SP, 14250-000",0,,0,(16) 3666-1179,-2.129.360.524.478.500,-4.742.718.836.734.200,-21.29360,-47.42718,0,0,0,0,0,0
SANTA CRUZ DAS PALMEIRAS,3546306,354630,GVE 26 SAO JOAO DA BOA VISTA,"PRONTO SOCORRO DA IRMANDADE DO HOSPITAL E MATERNIDADE """"CEL. JUCA FERREIRA""""""","RUA MONTEIRO DE BARROS, 179, CENTRO",1,ESCORPIÔNICO,1,(19) 3672-7200,-21.824.876.144.596.800,-4.725.044.348.410.620,-21.82487,-47.25044,0,0,0,0,1,0
SANTA CRUZ DO RIO PARDO,3546405,354640,GVE 13 ASSIS,SANTA CASA DE SANTA CRUZ DO RIO PARDO,"AV. DR. CIRO DE MELLO CAMARINHA 530, CENTRO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(14) 3322-1222,-22.901.290.374.102.400,-4.962.699.814.276.510,-22.90129,-49.62699,1,1,1,0,1,0
SANTA ERNESTINA,3546504,354650,GVE 12 ARARAQUARA,CENTRO DE SAUDE III SANTA ERNESTINA,"R. João Batista Caporici, Caporicci, 264, Santa Ernestina - SP, 15970-000",0,,1,(16) 3256-9999,-21.459.842.907.727.600,-4.839.032.383.994.470,-21.45984,-48.39032,0,0,0,0,0,0
SANTA FE DO SUL,3546603,354660,GVE 30 JALES,UNIDADE DE PRONTO ATENDIMENTO (UPA) DE SANTA FÉ DO SUL,RUA 01 N 800 -CENTRO,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(17) 3631-1014,-2.021.451.163.773.150,-5.092.843.537.969.900,-20.21451,-50.92843,1,1,1,0,1,0
SANTA GERTRUDES,3546702,354670,GVE 20 PIRACICABA,HOSPITAL E MATERNIDADE SANTA FRANCISCA STA GERTRUDES,"R. 6, 310 - Centro, Santa Gertrudes - SP, 13510-000",0,,1,(19) 3545-1126,"-22.457.496.319.273.100,00",-4.753.206.133.851.840,-22.45749,-47.53206,0,0,0,0,0,0
SANTA ISABEL,3546801,354680,GVE 8 MOGI DAS CRUZES,UPA- UNIDADE DE PRONTO ATENDIMENTO SANTA ISABEL,"RUA PRESID. CASTELO BRANCO, 320 - BROTAS - SANTA ISABEL",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(11) 4656-81504,"-2.330.839.247.990.180,00",-46.231.028.985.740.200,-23.30839,-46.23102,1,1,1,0,1,0
SANTA LUCIA,3546900,354690,GVE 12 ARARAQUARA,PRONTO SOCORRO MUNICIPAL SANTA LUCIA,"R. Cel. Luís Pinto, 170 - Centro, Santa Lúcia - SP, 14825-000",0,,1,(16) 3396-9603,-2.168.658.054.490.630,-4.808.427.983.470.700,-21.68658,-48.08427,0,0,0,0,0,0
SANTA MARIA DA SERRA,3547007,354700,GVE 20 PIRACICABA,HOSPITAL MUNICIPAL JORGE CURY DE SANTA MARIA DA SERRA,"R. Feliciano de Oliveira Dorta - Centro, Santa Maria da Serra - SP, 17370-029",0,,1,(19) 3487-1266,"-22.567.257.959.387.700,00",-4.815.956.286.788.830,-22.56725,-48.15956,0,0,0,0,0,0
SANTA MERCEDES,3547106,354710,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE III SARAH ANTONIO DE SOUZA,"R. Duque de Caxias, 860 - Centro, Santa Mercedes - SP, 17940-000",0,,0,(18) 3875-1253,-21.352.155.413.668.300,-5.175.130.477.199.630,-21.35215,-51.75130,0,0,0,0,0,0
SANTA RITA DO PASSA QUATRO,3547502,354750,GVE 24 RIBEIRAO PRETO,SANTA CASA DE SANTA RITA DO PASSA QUATRO,"RUA INÁCIO RIBEIRO, 279, CENTRO",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",1,(19) 3582-9555,-21.711.154.621.707.700,-47.479.950.675.967.500,-21.71115,-47.47995,0,1,1,0,1,0
SANTA RITA DOESTE,3547403,354740,GVE 30 JALES,CS DE SANTA RITA DOESTE,"R. Teodomiro Alves Corrêa, 71 - Centro, Santa Rita d'Oeste - SP, 15780-000",0,,0,(17) 3643-1127,-2.014.603.875.154.900,-5.083.294.432.146.380,-20.14603,-50.83294,0,0,0,0,0,0
SANTA ROSA DE VITERBO,3547601,354760,GVE 24 RIBEIRAO PRETO,SANTA CASA DE SANTA ROSA DE VITERBO,"R. Dr. Henrique Dumont, 582 - Centro, Santa Rosa de Viterbo - SP, 14270-000",0,,1,(16) 3954-8020,"-21.475.588.542.289.600,00",-4.736.420.880.138.480,-21.47558,-47.36420,0,0,0,0,0,0
SANTA SALETE,3547650,354765,GVE 30 JALES,UBS DE SANTA SALETE,"Rua Ayrton Senna, 100, Santa Salete - SP, 15768-000",0,,0,(17) 3662-6129,"-2.024.647.567.492.280,00",-50.687.664.875.765.500,-20.24647,-50.68766,0,0,0,0,0,0
SANTANA DA PONTE PENSA,3547205,354720,GVE 30 JALES,CS DE SANTANA DA PONTE PENSA,"Av. São Joaquim, 568, Santana da Ponte Pensa - SP, 15765-000",0,,0,(17) 3692-1152,-2.025.627.685.643.530,-5.079.983.378.685.160,-20.25627,-50.79983,0,0,0,0,0,0
SANTANA DE PARNAIBA,3547304,354730,GVE 10 OSASCO,HOSPITAL E MATERNIDADE MUNICIPAL SANTA ANA,"R. Prof. Edgar de Moraes, 707 - Campo da Vila, Santana de Parnaíba - SP, 06502-165",0,,1,(11) 4622-8750,-23.442.450.597.194.900,-4.692.509.838.561.940,-23.44245,-46.92509,0,0,0,0,0,0
SANTO ANASTACIO,3547700,354770,GVE 21 PRESIDENTE PRUDENTE,HOSPITAL DE CARIDADE ANITA COSTA,"PRAÇA DR. LUIZ RAMOS E SILVA, Nº 328",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3263-1155,"-2.197.628.091.001.820,00",-5.165.133.702.851.360,-21.97628,-51.65133,1,1,1,0,1,0
SANTO ANDRE,3547809,354780,GVE 7 SANTO ANDRE,HOSPITAL ESTADUAL MARIO COVAS DE SANTO ANDRE,"R. Dr. Henrique Calderazzo, 321 - Paraíso, Santo André - SP, 09190-615",0,,1,(11) 2829-5000,-23.670.879.888.374.400,-46.533.164.232.006.300,-23.67087,-46.53316,0,0,0,0,0,0
SANTO ANTONIO DA ALEGRIA,3547908,354790,GVE 24 RIBEIRAO PRETO,UNIDADE MISTA DE SANTO ANTONIO DA ALEGRIA,"Marechal Deodoro ,SN Centro, Santo Antônio da Alegria - SP, 14390-000",0,,1,(16) 3668-1125,-21.089.239.513.194.000,-4.715.088.407.226.920,-21.08923,-47.15088,0,0,0,0,0,0
SANTO ANTONIO DA POSSE,3548005,354800,GVE 17 CAMPINAS,PRONTO ATENDIMENTO SANTO ANTONIO DE POSSE,"R. Joaquim de Barros Aranha, 112, Santo Antônio de Posse - SP, 13830-000",0,,1,(19) 3896-9500,"-22.607.014.824.528.100,00",-46.918.938.962.191.400,-22.60701,-46.91893,0,0,0,0,0,0
SANTO ANTONIO DO ARACANGUA,3548054,354805,GVE 11 ARACATUBA,CENTRO DE SAÚDE II - STO. ANT. DO ARACANGUÁ,"AVENIDA DOS EUGENIOS, 451, JD. TRIANGULO",1,ESCORPIÔNICO,1,(18) 3639-9595,-2.093.162.776.388.600,-50.496.470.352.715.700,-20.93162,-50.49647,0,0,0,0,1,0
SANTO ANTONIO DO JARDIM,3548104,354810,GVE 26 SAO JOAO DA BOA VISTA,UNIDADE BASICA DE SAUDE FARMACEUTICO RAUL COSTA CAMARA,"Rua José Justino de Oliveira, 105 - Centro, Santo Antônio do Jardim - SP CEP, 13997-023",0,,0,(19) 3654-1364,-2.211.331.828.183.890,-4.668.554.377.314.090,-22.11331,-46.68554,0,0,0,0,0,0
SANTO ANTONIO DO PINHAL,3548203,354820,GVE 33 TAUBATE,UNIDADE MUNICIPAL DE SAUDE -  SANTO ANTONIO DO PINHAL,"Av. Min. Nelson Hungria, 622 - CENTRO, Santo Antônio do Pinhal - SP, 12450-000",0,,1,(12) 3666-1119,"-2.282.455.893.597.510,00",-456.676.333.673.171,-22.82455,-45.66763,0,0,0,0,0,0
SANTO EXPEDITO,3548302,354830,GVE 21 PRESIDENTE PRUDENTE,UBS EULINA RAMOS PASSOS SANTO EXPEDITO,"Rua Dr Armando Novais Junior, 208 - Centro, Santo Expedito - SP, 19190-000",0,,0,(18) 3267-1116,-2.185.091.144.678.670,-51.393.552.092.304.500,-21.85091,-51.39355,0,0,0,0,0,0
SANTOPOLIS DO AGUAPEI,3548401,354840,GVE 11 ARACATUBA,CS III SANTOPOLIS DO AGUAPEI,"R. Teolino José Correia, Santópolis do Aguapeí - SP, 16240-000",0,,1,(18) 3605-1260,"-2.163.713.793.287.640,00",-50.501.828.714.208.700,-21.63713,-50.50182,0,0,0,0,0,0
SANTOS,3548500,354850,GVE 25 SANTOS,HOSPITAL GUILHERME ÁLVARO - SANTOS,R. OSWALDO CRUZ Nº197,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(13) 3202-1300,-23.963.256.034.351.600,-46.319.599.310.565.100,-23.96325,-46.31959,1,1,1,1,1,1
SAO BENTO DO SAPUCAI,3548609,354860,GVE 33 TAUBATE,PRONTO SOCORRO MUNICIPAL - SAO BENTO DO SAPUCAI,"PRAÇA GENERAL MARCONDES SALGADO, 34 CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 3971-7000,"-2.268.695.745.669.550,00",-45.730.407.896.832.500,-22.68695,-45.73040,1,1,1,0,1,0
SAO BERNARDO DO CAMPO,3548708,354870,GVE 7 SANTO ANDRE,HOSPITAL DE URGÊNCIA - S.B. DO CAMPO,"R. JOAQUIM NABUCO, 380 - CENTRO, CEP: 09720-375",1,ESCORPIÔNICO,1,(11) 2630-9827 / 9824 /966051801,"-23.715.834.767.860.700,00",-4.655.484.656.614.610,-23.71583,-46.55484,0,0,0,0,1,0
SAO CAETANO DO SUL,3548807,354880,GVE 7 SANTO ANDRE,HOSPITAL MUNICIPAL DE EMERGENCIAS ALBERT SABIN,"R. Aurélia, 101 - Santa Paula, São Caetano do Sul - SP, 09551-340",0,,1,(11) 4233-7500,"-23.617.814.058.847.700,00",-4.655.659.687.569.490,-23.61781,-46.55659,0,0,0,0,0,0
SAO CARLOS,3548906,354890,GVE 12 ARARAQUARA,IRMANDADE SANTA CASA - SAO CARLOS,"R. PAULINO BOTELHO DE ABREU SAMPAIO, 573",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(16) 3509-1100,-22.011.011.367.095.000,-4.790.123.632.408.930,-22.01101,-47.90123,1,1,1,1,1,1
SAO FRANCISCO,3549003,354900,GVE 30 JALES,UNIDADE BASICA DE SAUDE E S F DE SAO FRANCISCO,"Rua São Paulo, 634, São Francisco - SP, 15710-000",0,,0,(17) 3693-1124,"-2.035.911.533.024.800,00",-5.069.682.315.809.160,-20.35911,-50.69682,0,0,0,0,0,0
SAO JOAO DA BOA VISTA,3549102,354910,GVE 26 SAO JOAO DA BOA VISTA,SANTA CASA D. CAROLINA MALHEIROS,"R. CAROLINA MALHEIROS, 92",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(19) 3633-2222,-2.198.180.422.856.820,-4.679.534.815.367.570,-21.98180,-46.79534,1,1,1,1,1,1
